tradeDate,indexCode,indexNameCnAll,indexNameCn,indexNameEnAll,indexNameEn,open,high,low,close,change,changePct,tradingVol,tradingValue,consNumber,peg,date,rolling_pe,trading_value
20150202,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6540.98,6573.09,6482.13,6484.35,,-2.63,9058519087.0,836.0,,,2015-02-02,,836.0
20150203,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6538.37,6622.22,6490.78,6622.22,,2.13,9199651883.0,905.54,,,2015-02-03,,905.54
20150204,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6645.98,6682.79,6573.86,6573.86,,-0.73,8415622112.0,839.15,,,2015-02-04,,839.15
20150205,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6733.72,6733.72,6485.21,6485.21,,-1.35,12556745134.0,1199.67,,,2015-02-05,,1199.67
20150206,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6447.24,6447.24,6291.93,6326.68,,-2.44,9080979558.0,806.28,,,2015-02-06,,806.28
20150209,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6301.05,6368.87,6264.34,6336.55,,0.16,7962885325.0,769.48,,,2015-02-09,,769.48
20150210,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6332.39,6458.57,6332.39,6458.57,,1.93,7467805324.0,697.2,,,2015-02-10,,697.2
20150211,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6467.35,6485.45,6453.76,6468.47,,0.15,5641156386.0,579.45,,,2015-02-11,,579.45
20150212,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6473.68,6509.65,6420.93,6499.28,,0.48,6129208067.0,594.18,,,2015-02-12,,594.18
20150213,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6533.29,6631.18,6533.29,6574.06,,1.15,9425349006.0,856.33,,,2015-02-13,,856.33
20150216,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6581.65,6606.79,6568.0,6606.02,,0.49,6331400747.0,620.15,,,2015-02-16,,620.15
20150217,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6621.13,6677.65,6621.13,6666.68,,0.92,6399261567.0,635.08,,,2015-02-17,,635.08
20150225,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6677.89,6695.12,6626.68,6647.43,,-0.29,7622496518.0,723.45,,,2015-02-25,,723.45
20150226,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6640.38,6826.13,6619.42,6824.24,,2.66,10972499826.0,1029.05,,,2015-02-26,,1029.05
20150227,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6823.16,6842.06,6794.0,6820.14,,-0.06,9363891863.0,866.74,,,2015-02-27,,866.74
20150302,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6872.34,6889.0,6831.12,6888.56,,1.0,10266001864.0,996.66,,,2015-03-02,,996.66
20150303,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6853.75,6853.75,6735.1,6735.1,,-2.23,11401652130.0,1077.8,,,2015-03-03,,1077.8
20150304,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6734.09,6765.73,6706.06,6762.14,,0.4,8245817114.0,755.28,,,2015-03-04,,755.28
20150305,930955,中证红利低波动100指数,红利低波100,CSI Dividend Low Volatility 100 Index,Dividend Low Volatility100,6733.68,6739.38,6629.63,6675.3,,-1.28,9478649016.0,863.02,,,2015-03-05,,863.02
